# clustering total_clust clust_num n_obj t_scr c_scr rms avg_dist max_dist min_dist stdev cen_1 cen_2 cen_3 avg_col_1 avg_col_2 avg_col_3
kmeans 3 1 2750 0.387479488202 0.170286302311 1.1888 1.2714  5.1270 0.0051 0.9965 -0.282578181818 0.560341454545 1.66684472727 -0.2826 0.5603 1.6668
kmeans 3 2 15552 0.387479488202 0.477592455682 0.7887 0.4777  2.9679 0.0010 0.6153 -1.3063898534 -0.047734375 -0.125739840535 -1.3064 -0.0477 -0.1257
kmeans 3 3 10629 0.387479488202 0.31182273695 0.7528 0.6147  4.3175 0.0014 0.7484 -1.0210794054 0.149564211121 0.626455357983 -1.0211 0.1496 0.6265
kmeans 4 1 15192 0.39333297694 0.457381784313 0.7871 0.4739  2.9309 0.0010 0.6106 -1.30315067141 -0.0503391916798 -0.136537783044 -1.3032 -0.0503 -0.1365
kmeans 4 2 10312 0.39333297694 0.337325880429 0.7672 0.5517  4.3175 0.0014 0.7596 -1.08509464701 0.144572730799 0.617278801396 -1.0851 0.1446 0.6173
kmeans 4 3 1638 0.39333297694 0.247316222479 1.4085 1.0899  4.7998 0.0078 1.2447 -0.706427350427 0.620516483516 2.06408547009 -0.7064 0.6205 2.0641
kmeans 4 4 1789 0.39333297694 0.305960780972 0.6903 0.8568  3.4173 0.0047 0.5165 0.11010117384 0.360986584684 0.902650642817 0.1101 0.3610 0.9027
kmeans 5 1 4826 0.331443771085 0.297840780104 0.8895 0.5777  4.2304 0.0022 0.8854 -1.02683692499 0.260114173228 1.02293949441 -1.0268 0.2601 1.0229
kmeans 5 2 10548 0.331443771085 0.39145593871 0.8202 0.4212  2.8732 0.0010 0.5984 -1.35626801289 -0.0774656806978 -0.249134338263 -1.3563 -0.0775 -0.2491
kmeans 5 3 1623 0.331443771085 0.3148965476 0.6692 0.8221  2.9867 0.0051 0.4850 0.151223043746 0.352355514479 0.879601355514 0.1512 0.3524 0.8796
kmeans 5 4 10969 0.331443771085 0.29774855466 0.7074 0.4471  2.7199 0.0010 0.6571 -1.13599316255 0.0573343969368 0.292509526848 -1.1360 0.0573 0.2925
kmeans 5 5 965 0.331443771085 0.254364665415 1.5943 1.1700  4.0665 0.0078 1.3123 -0.487475647668 0.776492227979 2.42688497409 -0.4875 0.7765 2.4269
kmeans 6 1 1424 0.315210163694 0.308149570207 0.7361 0.8340  3.1342 0.0051 0.4987 0.240583567416 0.400872191011 0.98262008427 0.2406 0.4009 0.9826
kmeans 6 2 7783 0.315210163694 0.304204673212 0.7949 0.3761  2.0361 0.0014 0.7335 -1.30432686625 0.0607905691893 0.324693691379 -1.3043 0.0608 0.3247
kmeans 6 3 4617 0.315210163694 0.291777697502 0.8885 0.5708  4.2304 0.0022 0.8828 -1.00701862681 0.267209659952 1.04046545376 -1.0070 0.2672 1.0405
kmeans 6 4 9482 0.315210163694 0.388342895228 0.8293 0.3955  2.2613 0.0010 0.5966 -1.37316104197 -0.0832870702383 -0.271520565282 -1.3732 -0.0833 -0.2715
kmeans 6 5 4717 0.315210163694 0.221903236192 0.5379 0.4405  1.8658 0.0010 0.4979 -0.842705321179 0.0421829552682 0.189737969048 -0.8427 0.0422 0.1897
kmeans 6 6 908 0.315210163694 0.260784977097 1.6134 1.1417  4.7998 0.0078 1.3409 -0.543363436123 0.772424008811 2.46288986784 -0.5434 0.7724 2.4629
kmeans 7 1 7299 0.294121849641 0.319075202808 0.7992 0.3310  2.0361 0.0014 0.7008 -1.34923167557 0.0242164680093 0.172016577613 -1.3492 0.0242 0.1720
kmeans 7 2 5735 0.294121849641 0.269181762819 0.7643 0.4391  1.7814 0.0014 0.7604 -1.07211037489 0.162034699215 0.67895483871 -1.0721 0.1620 0.6790
